"","feature","plate","F_r","P_r","F_c","P_c","Channel","Channel_color","feature_type","P_r_log","P_c_log"
"180","RingSpotAvgInten_Perox","2B3",1.2572397601487,0.313314949435796,0.446381032616023,0.963213865740836,"Perox","panelB","int",-1.16054636612088,-0.0374798090361404
"181","RingSpotTotalArea_Perox","1B1",0.775091544071547,0.676153270038013,0.835901525070318,0.657036110565024,"Perox","panelB","non-int",-0.39133549781326,-0.420016299199671
"182","RingSpotTotalArea_Perox","1B2",2.0052446626866,0.0783901526292837,1.45299322912636,0.203809953764449,"Perox","panelB","non-int",-2.54605696373297,-1.59056731854002
"183","RingSpotTotalArea_Perox","1B3",2.246536126007,0.0502722454798583,1.44171216430012,0.208723262012632,"Perox","panelB","non-int",-2.99030213388738,-1.56674600962194
"184","RingSpotTotalArea_Perox","2B1",0.629492689343,0.802516609225836,0.805012486572201,0.687402368308973,"Perox","panelB","non-int",-0.220002727337519,-0.374835469258151
"185","RingSpotTotalArea_Perox","2B2",0.533085266263796,0.876643662688962,0.544522813290752,0.91240948323334,"Perox","panelB","non-int",-0.131654683101469,-0.0916663949023979
"186","RingSpotTotalArea_Perox","2B3",0.714316880009626,0.729901878583463,0.819698924129664,0.672966594836603,"Perox","panelB","non-int",-0.31484516677329,-0.39605958677051
"187","RingSpotAvgArea_Perox","1B1",0.772184184561881,0.678731960107405,1.49066036202229,0.188181989659976,"Perox","panelB","non-int",-0.387528986197833,-1.67034575428492
"188","RingSpotAvgArea_Perox","1B2",1.64640409851137,0.153218370558986,0.966941583756684,0.531398159479509,"Perox","panelB","non-int",-1.87589111659963,-0.632243709193642
"189","RingSpotAvgArea_Perox","1B3",0.874478795764453,0.588965365450816,0.736967601521964,0.753494741165619,"Perox","panelB","non-int",-0.529387899350108,-0.283033240149471
"190","RingSpotAvgArea_Perox","2B1",0.74625234727757,0.701722338911541,0.906029928129464,0.588734446818037,"Perox","panelB","non-int",-0.354217481814439,-0.529780051294658
"191","RingSpotAvgArea_Perox","2B2",2.01540002172856,0.0769266215956145,1.33393938535682,0.261494975988653,"Perox","panelB","non-int",-2.56490327778023,-1.3413402079422
"192","RingSpotAvgArea_Perox","2B3",0.844574123535169,0.614887467737322,1.19021946925155,0.350046533239041,"Perox","panelB","non-int",-0.486316007207279,-1.04968918122448
"193","RingSpotCount_Perox","1B1",0.874136620482841,0.589259768954915,1.04960212148346,0.458349945974812,"Perox","panelB","non-int",-0.528888158678093,-0.780122312443211
"194","RingSpotCount_Perox","1B2",1.29064640814757,0.295141070523647,1.14327773518171,0.383815251460101,"Perox","panelB","non-int",-1.22030183178106,-0.957593958157163
"195","RingSpotCount_Perox","1B3",3.15096811284059,0.0104347452746948,1.85712873609931,0.0859147615592244,"Perox","panelB","non-int",-4.56261414941744,-2.45439961889748
"196","RingSpotCount_Perox","2B1",0.873422003380621,0.589874794551189,0.720371680063271,0.769216103008184,"Perox","panelB","non-int",-0.527844977227761,-0.262383330738612
"197","RingSpotCount_Perox","2B2",0.386540570437397,0.958546458653526,0.651260100133505,0.831588275266926,"Perox","panelB","non-int",-0.0423372475056889,-0.184417822103292
"198","RingSpotCount_Perox","2B3",1.12994273494662,0.39140927641886,1.08819520503929,0.426513699158885,"Perox","panelB","non-int",-0.938001523690746,-0.852110792615746
"199","CircSpotTotalInten_Perox","1B1",1.41651156173125,0.234785133990373,1.96394723671512,0.0684199378315547,"Perox","panelB","int",-1.44908450653184,-2.68209100806281
"200","CircSpotTotalInten_Perox","1B2",0.755179451877293,0.693812691541232,0.509165694744556,0.933568230271441,"Perox","panelB","int",-0.365553251818711,-0.0687412278610351
"201","CircSpotTotalInten_Perox","1B3",1.72236129579523,0.132922020895277,1.45608012608805,0.202484529747778,"Perox","panelB","int",-2.01799263176482,-1.59709179166116
"202","CircSpotTotalInten_Perox","2B1",0.374870046883241,0.963075668027293,0.814880224378037,0.677704720936297,"Perox","panelB","int",-0.0376232949569825,-0.389043600749095
"203","CircSpotTotalInten_Perox","2B2",1.05084742720626,0.447086484278954,1.85062089328005,0.0871184073649193,"Perox","panelB","int",-0.805003225948729,-2.4404870814598
"204","CircSpotTotalInten_Perox","2B3",0.976886618945883,0.503883096817937,0.8699015448825,0.623723780583028,"Perox","panelB","int",-0.685410988573567,-0.47204766793734
"205","CircSpotAvgInten_Perox","1B1",0.807560710188841,0.647402551656672,1.04124481580762,0.465444202910186,"Perox","panelB","int",-0.434786996106546,-0.764763054303977
"206","CircSpotAvgInten_Perox","1B2",1.26930518846831,0.306642483298032,1.63268265451715,0.138976807806571,"Perox","panelB","int",-1.18207275952745,-1.97344821008495
"207","CircSpotAvgInten_Perox","1B3",1.78316191436323,0.118624646505352,0.723230272310798,0.766524163790346,"Perox","panelB","int",-2.13179100199029,-0.265889056326531
"208","CircSpotAvgInten_Perox","2B1",1.00191489142228,0.484178195565404,1.08946168488202,0.425495292891985,"Perox","panelB","int",-0.725302267368634,-0.854501393563425
"209","CircSpotAvgInten_Perox","2B2",2.02313679915692,0.0758305767796835,2.61069450071219,0.0180653481453178,"Perox","panelB","int",-2.57925368007795,-4.01375964275435
"210","CircSpotAvgInten_Perox","2B3",1.25051395554459,0.317088283609073,0.350528850865552,0.989462623847377,"Perox","panelB","int",-1.1485750466885,-0.0105932874195988
"211","CircSpotTotalArea_Perox","1B1",1.43945160671385,0.225085722513314,1.3065451680998,0.276699888006347,"Perox","panelB","non-int",-1.49127396038752,-1.28482179693691
"212","CircSpotTotalArea_Perox","1B2",1.41778260640185,0.234237714964181,1.02299059831282,0.481178142407644,"Perox","panelB","non-int",-1.45141880336187,-0.731517719006283
"213","CircSpotTotalArea_Perox","1B3",2.49285505886933,0.0322466617310976,1.69965705463576,0.120389083308873,"Perox","panelB","non-int",-3.43434075331214,-2.11702642041029
"214","CircSpotTotalArea_Perox","2B1",0.41553596875452,0.945957766826452,0.467090935042617,0.954573811438396,"Perox","panelB","non-int",-0.0555573548734973,-0.046490308854967
"215","CircSpotTotalArea_Perox","2B2",1.39131048299531,0.24588580548831,1.26345270951688,0.302183763635944,"Perox","panelB","non-int",-1.4028880561585,-1.19671995780081
"216","CircSpotTotalArea_Perox","2B3",0.909601894616754,0.559063928346845,0.597373731882352,0.875269772378908,"Perox","panelB","non-int",-0.581491450385825,-0.133223128852501
"217","CircSpotAvgArea_Perox","1B1",0.800511531645086,0.653632638781187,1.30436896630855,0.277940525356479,"Perox","panelB","non-int",-0.42520979974743,-1.28034812574603
"218","CircSpotAvgArea_Perox","1B2",1.8316717672537,0.108334363220969,1.20403030470602,0.34057310584894,"Perox","panelB","non-int",-2.2225328787106,-1.07712547497232
"219","CircSpotAvgArea_Perox","1B3",1.12533329151075,0.39450436423366,1.26823639944214,0.299258511436974,"Perox","panelB","non-int",-0.930125076061177,-1.20644749238555
"220","CircSpotAvgArea_Perox","2B1",0.440839041745208,0.933436450513065,0.320632668121626,0.993688298828891,"Perox","panelB","non-int",-0.0688823948971452,-0.00633170417000019
"221","CircSpotAvgArea_Perox","2B2",2.11202360030088,0.0643372445583426,1.56441473651822,0.160830157316424,"Perox","panelB","non-int",-2.74361658434971,-1.82740639432158
"222","CircSpotAvgArea_Perox","2B3",0.63917353507441,0.794483447490154,0.583453959222367,0.885649045333667,"Perox","panelB","non-int",-0.23006312709256,-0.121434518211435
"223","CircSpotCount_Perox","1B1",1.07230441432008,0.431448591300941,1.00799577495022,0.494340071137951,"Perox","panelB","non-int",-0.840606915067475,-0.704531595521689
"224","CircSpotCount_Perox","1B2",1.61034540189399,0.163895548550549,0.921908893068765,0.57355722270071,"Perox","panelB","non-int",-1.80852595314633,-0.555897569359328
"225","CircSpotCount_Perox","1B3",2.30095635475001,0.0455333363705179,1.54819230842598,0.166496305979158,"Perox","panelB","non-int",-3.08931055381112,-1.79278215611912
"226","CircSpotCount_Perox","2B1",1.06113009103769,0.439543688276453,1.02504875411032,0.479388061407079,"Perox","panelB","non-int",-0.822018162300156,-0.735244860489525
"227","CircSpotCount_Perox","2B2",0.752306513564403,0.696359076322224,1.06915802767436,0.442025299422332,"Perox","panelB","non-int",-0.361889837429653,-0.816388160030436
"228","CircSpotCount_Perox","2B3",0.603048311040272,0.823995914078965,0.655378721865088,0.828046492801153,"Perox","panelB","non-int",-0.193589707726993,-0.188685975447241
"229","TotalInten_Perox","1B1",1.22625334261499,0.33102186143894,0.796641758274239,0.69561889477566,"Perox","panelB","int",-1.10557085914274,-0.362953333593668
"230","TotalInten_Perox","1B2",1.62417197635129,0.159717842758673,1.25272821130765,0.30883044075322,"Perox","panelB","int",-1.83434650327282,-1.17496288812125
"231","TotalInten_Perox","1B3",1.85629771370074,0.10346090886932,1.01772962881181,0.485772117312923,"Perox","panelB","int",-2.2685614297042,-0.722015659464862
"232","TotalInten_Perox","2B1",0.884995388891934,0.579944633632938,0.579690043062543,0.888385110910589,"Perox","panelB","int",-0.544822639251751,-0.118349946545587
"233","TotalInten_Perox","2B2",3.4057096729917,0.0069066010781763,1.92068257135058,0.0750173369311255,"Perox","panelB","int",-4.9752776467071,-2.5900360330773
"234","TotalInten_Perox","2B3",1.2864669919995,0.297363431157746,1.12149888236034,0.400304463359799,"Perox","panelB","int",-1.21280021432637,-0.915529863008801
"235","AvgInten_Perox","1B1",1.09917329641026,0.41242336760561,1.17385269155519,0.36154483345528,"Perox","panelB","int",-0.885704865967358,-1.01736922445006
"236","AvgInten_Perox","1B2",1.76317980282054,0.123144762023029,1.11978942611006,0.401620629743876,"Perox","panelB","int",-2.09439468862889,-0.912247343039801
"237","AvgInten_Perox","1B3",1.76404798233259,0.122944824305577,1.22268648100557,0.328107915251068,"Perox","panelB","int",-2.09601960713461,-1.11441271479809
"238","AvgInten_Perox","2B1",0.563513506384779,0.854591112860536,1.25321648159366,0.308525156228501,"Perox","panelB","int",-0.15713215500656,-1.17595189527076
"239","AvgInten_Perox","2B2",1.88633481965033,0.0978168054306617,3.75664430584041,0.00222514004860513,"Perox","panelB","int",-2.32465888203391,-6.10793542215146
"240","AvgInten_Perox","2B3",1.32787715504073,0.275980022195533,1.36585972771722,0.244721238115667,"Perox","panelB","int",-1.28742679923431,-1.40763551983688
"241","RingTotalInten_Lipids","1B1",4.33734699650631,0.00170460772913555,0.901792252853224,0.592808005082567,"Lipids","panelB","int",-6.37442026560526,-0.522884701240951
"242","RingTotalInten_Lipids","1B2",5.75401293585632,0.000270588945576465,2.63988805999049,0.0170522836424214,"Lipids","panelB","int",-8.21490969459025,-4.07147114624957
"243","RingTotalInten_Lipids","1B3",3.82758870885747,0.00358990504028306,1.87437000495614,0.0828073314283676,"Lipids","panelB","int",-5.62962952800642,-2.49123867768983
